Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-5.163,-1.61,0,255,255,255
250,-5.1645,-1.6095,0.006,255,255,255
500,-5.1704,-1.6077,0.029,255,255,255
750,-5.1805,-1.6046,0.0688,255,255,255
1000,-5.1947,-1.6002,0.125,255,255,255
1250,-5.213,-1.5946,0.1971,255,255,255
1500,-5.2352,-1.5877,0.2848,255,255,255
1750,-5.2613,-1.5796,0.3875,255,255,255
2000,-5.2911,-1.5704,0.505,255,255,255
2250,-5.3245,-1.5601,0.6367,255,255,255
2500,-5.3614,-1.5487,0.7823,255,255,255
2750,-5.4018,-1.5363,0.9414,255,255,255
3000,-5.4454,-1.5228,1.1135,255,255,255
3250,-5.4923,-1.5083,1.2982,255,255,255
3500,-5.5422,-1.4929,1.495,255,255,255
3750,-5.5952,-1.4766,1.7037,255,255,255
4000,-5.651,-1.4594,1.9237,255,255,255
4250,-5.7096,-1.4413,2.1546,255,255,255
4500,-5.7708,-1.4224,2.3961,255,255,255
4750,-5.8347,-1.4027,2.6476,255,255,255
5000,-5.9009,-1.3823,2.9089,255,255,255
5250,-5.9696,-1.3611,3.1793,255,255,255
5500,-6.0405,-1.3393,3.4587,255,255,255
5750,-6.1135,-1.3168,3.7464,255,255,255
6000,-6.1885,-1.2936,4.0422,255,255,255
6250,-6.2655,-1.2699,4.3455,255,255,255
6500,-6.3443,-1.2456,4.656,255,255,255
6750,-6.4249,-1.2208,4.9733,255,255,255
7000,-6.507,-1.1955,5.2969,255,255,255
7250,-6.5906,-1.1698,5.6264,255,255,255
7500,-6.6757,-1.1436,5.9614,255,255,255
7750,-6.762,-1.117,6.3015,255,255,255
8000,-6.8495,-1.0901,6.6463,255,255,255
8250,-6.9381,-1.0628,6.9953,255,255,255
8500,-7.0277,-1.0352,7.3481,255,255,255
8750,-7.1181,-1.0074,7.7043,255,255,255
9000,-7.2094,-0.9794,8.0635,255,255,255
9250,-7.3012,-0.9511,8.4252,255,255,255
9500,-7.3936,-0.9227,8.7891,255,255,255
9750,-7.4865,-0.8942,9.1548,255,255,255
10000,-7.5797,-0.8655,9.5218,255,255,255
10250,-7.6731,-0.8368,9.8896,255,255,255
10500,-7.7667,-0.8081,10.2579,255,255,255
