Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,6.162,12.381,0,255,255,255
250,6.1637,12.3774,0.0067,255,255,255
500,6.1703,12.3635,0.0324,255,255,255
750,6.1818,12.3396,0.0767,255,255,255
1000,6.198,12.3058,0.1393,255,255,255
1250,6.2187,12.2625,0.2196,255,255,255
1500,6.2439,12.2098,0.3173,255,255,255
1750,6.2735,12.148,0.4318,255,255,255
2000,6.3074,12.0774,0.5627,255,255,255
2250,6.3453,11.9983,0.7095,255,255,255
2500,6.3873,11.9109,0.8717,255,255,255
2750,6.4331,11.8154,1.049,255,255,255
3000,6.4828,11.7121,1.2407,255,255,255
3250,6.536,11.6012,1.4465,255,255,255
3500,6.5929,11.4831,1.6658,255,255,255
3750,6.6531,11.3579,1.8983,255,255,255
4000,6.7166,11.226,2.1434,255,255,255
4250,6.7833,11.0876,2.4007,255,255,255
4500,6.8531,10.9429,2.6697,255,255,255
4750,6.9258,10.7922,2.95,255,255,255
5000,7.0013,10.6357,3.241,255,255,255
5250,7.0796,10.4737,3.5424,255,255,255
5500,7.1604,10.3065,3.8536,255,255,255
5750,7.2436,10.1341,4.1742,255,255,255
6000,7.3292,9.957,4.5037,255,255,255
6250,7.4168,9.7752,4.8418,255,255,255
6500,7.5066,9.589,5.1878,255,255,255
6750,7.5982,9.3988,5.5413,255,255,255
7000,7.6917,9.2048,5.9019,255,255,255
7250,7.7869,9.0071,6.2691,255,255,255
7500,7.8836,8.8062,6.6425,255,255,255
7750,7.9818,8.6021,7.0215,255,255,255
8000,8.0814,8.3953,7.4057,255,255,255
8250,8.1821,8.1858,7.7947,255,255,255
8500,8.284,7.9741,8.188,255,255,255
8750,8.3868,7.7602,8.585,255,255,255
9000,8.4905,7.5446,8.9854,255,255,255
9250,8.5949,7.3274,9.3886,255,255,255
9500,8.7,7.1089,9.7943,255,255,255
9750,8.8055,6.8894,10.2019,255,255,255
10000,8.9114,6.669,10.611,255,255,255
10250,9.0176,6.4481,11.021,255,255,255
10500,9.124,6.227,11.4317,255,255,255
10750,9.2304,6.0057,11.8424,255,255,255
11000,9.3366,5.7847,12.2527,255,255,255
11250,9.4427,5.5642,12.6621,255,255,255
11500,9.5484,5.3444,13.0702,255,255,255
11750,9.6537,5.1255,13.4766,255,255,255
12000,9.7584,4.9079,13.8806,255,255,255
12250,9.8624,4.6917,14.282,255,255,255
12500,9.9657,4.4773,14.6801,255,255,255
12750,10.0679,4.2649,15.0746,255,255,255
13000,10.1692,4.0547,15.465,255,255,255
13250,10.2693,3.847,15.8508,255,255,255
13500,10.3681,3.6421,16.2316,255,255,255
13750,10.4655,3.4401,16.6068,255,255,255
14000,10.5613,3.2414,16.976,255,255,255
14250,10.6556,3.0462,17.3388,255,255,255
14500,10.748,2.8548,17.6946,255,255,255
14750,10.8386,2.6674,18.0431,255,255,255
15000,10.9272,2.4842,18.3837,255,255,255
15250,11.0137,2.3056,18.716,255,255,255
15500,11.0979,2.1316,19.0396,255,255,255
15750,11.1796,1.9625,19.3539,255,255,255
16000,11.2587,1.7986,19.6585,255,255,255
16250,11.3351,1.64,19.953,255,255,255
