Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-4.274,-10.049,0,255,255,255
250,-4.2751,-10.0461,0.0121,255,255,255
500,-4.2795,-10.0349,0.0582,255,255,255
750,-4.2871,-10.0155,0.1378,255,255,255
1000,-4.2978,-9.9882,0.2503,255,255,255
1250,-4.3115,-9.953,0.3947,255,255,255
1500,-4.3281,-9.9104,0.5703,255,255,255
1750,-4.3477,-9.8604,0.7761,255,255,255
2000,-4.3701,-9.8032,1.0113,255,255,255
2250,-4.3952,-9.739,1.2751,255,255,255
2500,-4.4229,-9.6682,1.5667,255,255,255
2750,-4.4533,-9.5907,1.8852,255,255,255
3000,-4.4861,-9.507,2.2297,255,255,255
3250,-4.5214,-9.4171,2.5995,255,255,255
3500,-4.559,-9.3212,2.9937,255,255,255
3750,-4.5989,-9.2197,3.4115,255,255,255
4000,-4.6409,-9.1126,3.8519,255,255,255
4250,-4.6851,-9.0002,4.3142,255,255,255
4500,-4.7314,-8.8826,4.7976,255,255,255
4750,-4.7796,-8.7602,5.3012,255,255,255
5000,-4.8296,-8.6331,5.8241,255,255,255
5250,-4.8815,-8.5014,6.3655,255,255,255
5500,-4.9352,-8.3654,6.9247,255,255,255
5750,-4.9904,-8.2254,7.5006,255,255,255
6000,-5.0473,-8.0814,8.0926,255,255,255
6250,-5.1057,-7.9338,8.6997,255,255,255
6500,-5.1655,-7.7827,9.3211,255,255,255
6750,-5.2266,-7.6282,9.9561,255,255,255
7000,-5.289,-7.4708,10.6037,255,255,255
7250,-5.3525,-7.3104,11.2631,255,255,255
7500,-5.417,-7.1474,11.9337,255,255,255
7750,-5.4825,-6.9818,12.6144,255,255,255
8000,-5.5488,-6.8141,13.3045,255,255,255
8250,-5.6159,-6.6442,14.0031,255,255,255
8500,-5.6838,-6.4725,14.7095,255,255,255
8750,-5.7523,-6.2992,15.4226,255,255,255
9000,-5.8213,-6.1243,16.1418,255,255,255
9250,-5.8908,-5.9483,16.8662,255,255,255
9500,-5.9607,-5.7712,17.595,255,255,255
9750,-6.0309,-5.5932,18.3272,255,255,255
10000,-6.1014,-5.4146,19.0621,255,255,255
10250,-6.172,-5.2355,19.7988,255,255,255
10500,-6.2427,-5.0563,20.5366,255,255,255
10750,-6.3133,-4.8769,21.2745,255,255,255
11000,-6.3839,-4.6978,22.0117,255,255,255
11250,-6.4544,-4.519,22.7473,255,255,255
11500,-6.5246,-4.3408,23.4807,255,255,255
11750,-6.5944,-4.1634,24.2108,255,255,255
12000,-6.6639,-3.9869,24.9369,255,255,255
12250,-6.7329,-3.8117,25.6581,255,255,255
12500,-6.8013,-3.6378,26.3737,255,255,255
12750,-6.8691,-3.4655,27.0827,255,255,255
13000,-6.9362,-3.295,27.7843,255,255,255
13250,-7.0025,-3.1265,28.4776,255,255,255
13500,-7.0679,-2.9602,29.162,255,255,255
13750,-7.1323,-2.7963,29.8364,255,255,255
14000,-7.1958,-2.635,30.5001,255,255,255
14250,-7.2581,-2.4765,31.1522,255,255,255
14500,-7.3192,-2.321,31.7919,255,255,255
14750,-7.379,-2.1688,32.4184,255,255,255
15000,-7.4375,-2.0199,33.0308,255,255,255
15250,-7.4945,-1.8747,33.6283,255,255,255
15500,-7.5501,-1.7332,34.21,255,255,255
15750,-7.604,-1.5959,34.7751,255,255,255
16000,-7.6563,-1.4627,35.3228,255,255,255
16250,-7.7068,-1.334,35.8522,255,255,255
16500,-7.7555,-1.2099,36.3625,255,255,255
16750,-7.8023,-1.0906,36.8528,255,255,255
17000,-7.847,-0.9764,37.3224,255,255,255
17250,-7.8898,-0.8674,37.7703,255,255,255
17500,-7.9304,-0.7638,38.1958,255,255,255
17750,-7.9687,-0.666,38.598,255,255,255
18000,-8.0047,-0.5739,38.9761,255,255,255
18250,-8.0384,-0.4879,39.3292,255,255,255
18500,-8.0696,-0.4082,39.6564,255,255,255
18750,-8.0982,-0.3349,39.9571,255,255,255
19000,-8.1243,-0.2683,40.2302,255,255,255
19250,-8.1476,-0.2086,40.4751,255,255,255
19500,-8.1681,-0.1559,40.6907,255,255,255
19750,-8.1858,-0.1105,40.8764,255,255,255
20000,-8.2005,-0.0726,41.0312,255,255,255
20250,-8.2123,-0.0423,41.1544,255,255,255
20500,-8.2209,-0.02,41.245,255,255,255
20750,-8.2269,-0.0054,41.3057,255,255,255
21000,-8.2318,0.0014,41.3449,255,255,255
21250,-8.2368,0.0003,41.3668,255,255,255
21500,-8.2428,-0.0093,41.3759,255,255,255
21750,-8.2509,-0.0275,41.3764,255,255,255
22000,-8.2621,-0.0548,41.3726,255,255,255
22250,-8.2774,-0.0915,41.3688,255,255,255
22500,-8.298,-0.1379,41.3693,255,255,255
22750,-8.3248,-0.1945,41.3783,255,255,255
23000,-8.3578,-0.2612,41.3961,255,255,255
23250,-8.3956,-0.3375,41.4165,255,255,255
23500,-8.4379,-0.4234,41.4395,255,255,255
23750,-8.4848,-0.5186,41.4649,255,255,255
24000,-8.536,-0.6231,41.4927,255,255,255
