Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,7.051,3.942,0,255,255,255
250,7.0528,3.9408,0.01,255,255,255
500,7.0598,3.9364,0.0483,255,255,255
750,7.0718,3.9288,0.1145,255,255,255
1000,7.0888,3.918,0.2079,255,255,255
1250,7.1106,3.9041,0.3278,255,255,255
1500,7.1371,3.8873,0.4736,255,255,255
1750,7.1682,3.8676,0.6445,255,255,255
2000,7.2038,3.845,0.8398,255,255,255
2250,7.2437,3.8198,1.0589,255,255,255
2500,7.2878,3.7919,1.3011,255,255,255
2750,7.3359,3.7614,1.5656,255,255,255
3000,7.3881,3.7285,1.8517,255,255,255
3250,7.444,3.6932,2.1588,255,255,255
3500,7.5037,3.6556,2.4861,255,255,255
3750,7.567,3.6157,2.833,255,255,255
4000,7.6337,3.5738,3.1988,255,255,255
4250,7.7038,3.5297,3.5827,255,255,255
4500,7.7771,3.4838,3.9841,255,255,255
4750,7.8534,3.4359,4.4022,255,255,255
5000,7.9328,3.3862,4.8364,255,255,255
5250,8.0149,3.3348,5.286,255,255,255
5500,8.0998,3.2817,5.7503,255,255,255
5750,8.1872,3.227,6.2287,255,255,255
6000,8.277,3.1708,6.7204,255,255,255
6250,8.3691,3.1131,7.2247,255,255,255
6500,8.4634,3.054,7.7411,255,255,255
6750,8.5597,2.9935,8.2687,255,255,255
7000,8.6579,2.9319,8.8069,255,255,255
7250,8.7579,2.8691,9.3549,255,255,255
7500,8.8596,2.8052,9.9122,255,255,255
7750,8.9628,2.7403,10.4779,255,255,255
8000,9.0674,2.6746,11.0514,255,255,255
8250,9.1733,2.608,11.632,255,255,255
8500,9.2804,2.5406,12.2189,255,255,255
8750,9.3884,2.4726,12.8116,255,255,255
9000,9.4974,2.404,13.4092,255,255,255
9250,9.6072,2.3349,14.0112,255,255,255
9500,9.7176,2.2653,14.6167,255,255,255
9750,9.8285,2.1955,15.2251,255,255,255
10000,9.9399,2.1253,15.8358,255,255,255
10250,10.0515,2.055,16.4479,255,255,255
10500,10.1633,1.9846,17.0609,255,255,255
10750,10.2751,1.9141,17.6739,255,255,255
11000,10.3868,1.8438,18.2864,255,255,255
11250,10.4983,1.7735,18.8976,255,255,255
11500,10.6094,1.7035,19.5068,255,255,255
11750,10.72,1.6338,20.1133,255,255,255
12000,10.8301,1.5645,20.7164,255,255,255
12250,10.9394,1.4956,21.3155,255,255,255
12500,11.0478,1.4273,21.9098,255,255,255
12750,11.1553,1.3596,22.4986,255,255,255
13000,11.2617,1.2926,23.0813,255,255,255
13250,11.3668,1.2263,23.6571,255,255,255
13500,11.4706,1.161,24.2253,255,255,255
13750,11.5728,1.0966,24.7853,255,255,255
14000,11.6735,1.0332,25.3363,255,255,255
14250,11.7725,0.971,25.8777,255,255,255
14500,11.8695,0.9099,26.4087,255,255,255
14750,11.9646,0.8501,26.9286,255,255,255
15000,12.0576,0.7917,27.4368,255,255,255
15250,12.1483,0.7347,27.9326,255,255,255
15500,12.2366,0.6792,28.4155,255,255,255
15750,12.3224,0.6253,28.8846,255,255,255
16000,12.4055,0.5731,29.3393,255,255,255
16250,12.4857,0.5227,29.7789,255,255,255
16500,12.5631,0.474,30.2027,255,255,255
16750,12.6374,0.4273,30.61,255,255,255
17000,12.7086,0.3825,31,255,255,255
17250,12.7764,0.3398,31.3722,255,255,255
17500,12.8409,0.2993,31.7257,255,255,255
17750,12.9017,0.2609,32.0598,255,255,255
18000,12.9589,0.2248,32.3739,255,255,255
18250,13.0123,0.1911,32.6673,255,255,255
18500,13.0618,0.1597,32.9392,255,255,255
18750,13.1073,0.1309,33.189,255,255,255
19000,13.1485,0.1047,33.4159,255,255,255
19250,13.1855,0.0811,33.6193,255,255,255
19500,13.218,0.0602,33.7983,255,255,255
19750,13.2461,0.0429,33.9513,255,255,255
20000,13.2698,0.0297,34.0768,255,255,255
