Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-7.051,-3.942,0,255,255,255
250,-7.0528,-3.9408,0.0075,255,255,255
500,-7.0598,-3.9364,0.036,255,255,255
750,-7.0719,-3.9288,0.0855,255,255,255
1000,-7.089,-3.9181,0.1552,255,255,255
1250,-7.1109,-3.9043,0.2448,255,255,255
1500,-7.1375,-3.8875,0.3536,255,255,255
1750,-7.1688,-3.8679,0.4813,255,255,255
2000,-7.2044,-3.8454,0.6273,255,255,255
2250,-7.2445,-3.8203,0.791,255,255,255
2500,-7.2887,-3.7924,0.9719,255,255,255
2750,-7.337,-3.762,1.1696,255,255,255
3000,-7.3892,-3.7292,1.3836,255,255,255
3250,-7.4452,-3.6939,1.6132,255,255,255
3500,-7.5049,-3.6563,1.858,255,255,255
3750,-7.5682,-3.6165,2.1175,255,255,255
4000,-7.6349,-3.5745,2.3912,255,255,255
4250,-7.7049,-3.5304,2.6785,255,255,255
4500,-7.7781,-3.4843,2.979,255,255,255
4750,-7.8543,-3.4364,3.292,255,255,255
5000,-7.9334,-3.3865,3.6172,255,255,255
5250,-8.0153,-3.335,3.954,255,255,255
5500,-8.1,-3.2817,4.3017,255,255,255
5750,-8.1871,-3.2268,4.6599,255,255,255
6000,-8.2767,-3.1704,5.028,255,255,255
6250,-8.3687,-3.1125,5.4056,255,255,255
6500,-8.4628,-3.0533,5.792,255,255,255
6750,-8.5589,-2.9927,6.1869,255,255,255
7000,-8.657,-2.931,6.5896,255,255,255
7250,-8.7569,-2.8681,6.9997,255,255,255
7500,-8.8585,-2.8042,7.4165,255,255,255
7750,-8.9617,-2.7392,7.8397,255,255,255
8000,-9.0662,-2.6734,8.2687,255,255,255
8250,-9.1721,-2.6068,8.703,255,255,255
8500,-9.2791,-2.5394,9.142,255,255,255
8750,-9.3872,-2.4714,9.5852,255,255,255
9000,-9.4962,-2.4028,10.0322,255,255,255
9250,-9.6059,-2.3337,10.4823,255,255,255
9500,-9.7164,-2.2642,10.9351,255,255,255
9750,-9.8274,-2.1944,11.3901,255,255,255
10000,-9.9388,-2.1243,11.8467,255,255,255
10250,-10.0504,-2.054,12.3044,255,255,255
10500,-10.1623,-1.9837,12.7627,255,255,255
10750,-10.2741,-1.9133,13.221,255,255,255
11000,-10.3859,-1.843,13.679,255,255,255
11250,-10.4974,-1.7728,14.1359,255,255,255
11500,-10.6086,-1.7028,14.5914,255,255,255
11750,-10.7193,-1.6332,15.0448,255,255,255
12000,-10.8295,-1.5639,15.4958,255,255,255
12250,-10.9388,-1.4951,15.9437,255,255,255
12500,-11.0474,-1.4268,16.388,255,255,255
12750,-11.1549,-1.3592,16.8283,255,255,255
13000,-11.2613,-1.2923,17.2639,255,255,255
13250,-11.3665,-1.2261,17.6944,255,255,255
13500,-11.4704,-1.1608,18.1193,255,255,255
13750,-11.5727,-1.0965,18.538,255,255,255
14000,-11.6734,-1.0332,18.9501,255,255,255
14250,-11.7724,-0.9709,19.3549,255,255,255
14500,-11.8695,-0.9099,19.752,255,255,255
14750,-11.9646,-0.8501,20.1409,255,255,255
15000,-12.0576,-0.7917,20.521,255,255,255
15250,-12.1483,-0.7347,20.8919,255,255,255
15500,-12.2366,-0.6792,21.2531,255,255,255
