Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,0.944,1.166,0,255,255,255
250,0.9446,1.1657,0.0048,255,255,255
500,0.9468,1.1644,0.0229,255,255,255
750,0.9506,1.1621,0.0543,255,255,255
1000,0.956,1.1589,0.0987,255,255,255
1250,0.9629,1.1548,0.1556,255,255,255
1500,0.9713,1.1499,0.2248,255,255,255
1750,0.9811,1.144,0.306,255,255,255
2000,0.9924,1.1374,0.3987,255,255,255
2250,1.005,1.1299,0.5027,255,255,255
2500,1.0189,1.1217,0.6177,255,255,255
2750,1.0342,1.1126,0.7433,255,255,255
3000,1.0506,1.1029,0.8792,255,255,255
3250,1.0683,1.0924,1.025,255,255,255
3500,1.0872,1.0813,1.1805,255,255,255
3750,1.1071,1.0694,1.3453,255,255,255
4000,1.1282,1.057,1.519,255,255,255
4250,1.1503,1.0439,1.7014,255,255,255
4500,1.1734,1.0302,1.8921,255,255,255
4750,1.1975,1.016,2.0907,255,255,255
5000,1.2225,1.0012,2.297,255,255,255
5250,1.2483,0.9858,2.5106,255,255,255
5500,1.2751,0.97,2.7312,255,255,255
5750,1.3026,0.9537,2.9585,255,255,255
6000,1.3309,0.937,3.1921,255,255,255
6250,1.3599,0.9198,3.4317,255,255,255
6500,1.3896,0.9022,3.677,255,255,255
6750,1.4199,0.8843,3.9276,255,255,255
7000,1.4508,0.8659,4.1832,255,255,255
7250,1.4823,0.8473,4.4435,255,255,255
7500,1.5143,0.8283,4.7081,255,255,255
7750,1.5468,0.8091,4.9768,255,255,255
8000,1.5797,0.7896,5.2491,255,255,255
8250,1.6131,0.7698,5.5248,255,255,255
8500,1.6467,0.7498,5.8036,255,255,255
8750,1.6807,0.7297,6.085,255,255,255
9000,1.715,0.7094,6.3688,255,255,255
9250,1.7496,0.6889,6.6546,255,255,255
9500,1.7843,0.6683,6.9422,255,255,255
9750,1.8192,0.6476,7.2311,255,255,255
10000,1.8541,0.6269,7.5211,255,255,255
10250,1.8892,0.6061,7.8118,255,255,255
10500,1.9243,0.5853,8.1029,255,255,255
10750,1.9594,0.5645,8.394,255,255,255
11000,1.9945,0.5437,8.6849,255,255,255
11250,2.0295,0.5229,8.9752,255,255,255
11500,2.0643,0.5022,9.2645,255,255,255
11750,2.099,0.4816,9.5526,255,255,255
12000,2.1335,0.4612,9.8391,255,255,255
12250,2.1677,0.4409,10.1236,255,255,255
12500,2.2017,0.4207,10.406,255,255,255
12750,2.2353,0.4007,10.6857,255,255,255
13000,2.2685,0.381,10.9625,255,255,255
13250,2.3014,0.3615,11.2361,255,255,255
13500,2.3338,0.3422,11.5061,255,255,255
13750,2.3657,0.3232,11.7722,255,255,255
14000,2.3971,0.3046,12.0341,255,255,255
14250,2.4279,0.2862,12.2915,255,255,255
14500,2.4581,0.2683,12.5439,255,255,255
14750,2.4877,0.2507,12.7911,255,255,255
15000,2.5165,0.2335,13.0328,255,255,255
15250,2.5447,0.2167,13.2686,255,255,255
15500,2.5721,0.2004,13.4982,255,255,255
15750,2.5986,0.1846,13.7212,255,255,255
16000,2.6244,0.1693,13.9373,255,255,255
16250,2.6493,0.1544,14.1462,255,255,255
16500,2.6734,0.14,14.3475,255,255,255
16750,2.6967,0.1262,14.5408,255,255,255
17000,2.719,0.1129,14.726,255,255,255
17250,2.7403,0.1003,14.9026,255,255,255
17500,2.7606,0.0882,15.0703,255,255,255
17750,2.7799,0.0768,15.2288,255,255,255
18000,2.798,0.0661,15.3778,255,255,255
18250,2.815,0.0561,15.517,255,255,255
18500,2.8307,0.0469,15.646,255,255,255
18750,2.8452,0.0384,15.7646,255,255,255
19000,2.8584,0.0307,15.8724,255,255,255
19250,2.8702,0.0239,15.9691,255,255,255
19500,2.8806,0.0179,16.0543,255,255,255
19750,2.8896,0.0128,16.1278,255,255,255
20000,2.8979,0.0092,16.1886,255,255,255
20250,2.9058,0.0075,16.2359,255,255,255
20500,2.9122,0.0064,16.2712,255,255,255
20750,2.9154,0.0046,16.2959,255,255,255
21000,2.914,0.0008,16.3116,255,255,255
21250,2.9067,-0.0064,16.3196,255,255,255
21500,2.8919,-0.0183,16.3213,255,255,255
21750,2.8681,-0.0362,16.3184,255,255,255
22000,2.834,-0.0614,16.3121,255,255,255
22250,2.7881,-0.0953,16.304,255,255,255
22500,2.7289,-0.1393,16.2955,255,255,255
22750,2.655,-0.1945,16.288,255,255,255
23000,2.5663,-0.2612,16.2817,255,255,255
23250,2.465,-0.3375,16.2746,255,255,255
23500,2.3513,-0.4234,16.2667,255,255,255
23750,2.2254,-0.5186,16.258,255,255,255
24000,2.0873,-0.6231,16.2488,255,255,255
24250,1.9373,-0.7367,16.2389,255,255,255
24500,1.7754,-0.8592,16.2285,255,255,255
24750,1.602,-0.9906,16.2177,255,255,255
25000,1.417,-1.1307,16.2065,255,255,255
25250,1.2207,-1.2793,16.1949,255,255,255
25500,1.0133,-1.4364,16.1831,255,255,255
25750,0.7948,-1.6018,16.1711,255,255,255
26000,0.5655,-1.7754,16.1589,255,255,255
26250,0.3254,-1.957,16.1466,255,255,255
26500,0.0748,-2.1466,16.1343,255,255,255
26750,-0.1862,-2.3439,16.1221,255,255,255
